"scenario","K","n","p","rep","n_pairs","prop_corr_decrease","prop_corr_increase","prop_corr_equal","mean_signed_diff","mean_negative_diff"
"homoscedastic",2,500,10,11,45,1,0,0,-0.000839886170841043,-0.000839886170841043
"homoscedastic",2,500,10,12,45,1,0,0,-0.0011145175610503,-0.0011145175610503
"homoscedastic",2,500,10,13,45,1,0,0,-0.000586282084020507,-0.000586282084020507
"homoscedastic",2,500,10,14,45,1,0,0,-0.000861099450838291,-0.000861099450838291
"homoscedastic",2,500,10,15,45,1,0,0,-0.00113696549365298,-0.00113696549365298
"homoscedastic",2,500,10,16,45,1,0,0,-0.00106259381181107,-0.00106259381181107
"homoscedastic",2,500,10,17,45,1,0,0,-0.00131129522421855,-0.00131129522421855
"homoscedastic",2,500,10,18,45,1,0,0,-0.000667754603515213,-0.000667754603515213
"homoscedastic",2,500,10,19,45,1,0,0,-0.00129775323622996,-0.00129775323622996
"homoscedastic",2,500,10,20,45,1,0,0,-0.000993496467427119,-0.000993496467427119
"homoscedastic",2,500,10,21,45,1,0,0,-0.00049346151113142,-0.00049346151113142
"homoscedastic",2,500,10,22,45,1,0,0,-0.00044909545590959,-0.00044909545590959
"homoscedastic",2,500,10,23,45,1,0,0,-0.00125735138377356,-0.00125735138377356
"homoscedastic",2,500,10,24,45,1,0,0,-0.000653804176625804,-0.000653804176625804
"homoscedastic",2,500,10,25,45,1,0,0,-0.00103528678801085,-0.00103528678801085
"homoscedastic",2,500,10,26,45,1,0,0,-0.00121445705185092,-0.00121445705185092
"homoscedastic",2,500,10,27,45,1,0,0,-0.00140608839639592,-0.00140608839639592
"homoscedastic",2,500,10,28,45,1,0,0,-0.000806920573741634,-0.000806920573741634
"homoscedastic",2,500,10,29,45,1,0,0,-0.000685573523384818,-0.000685573523384818
"homoscedastic",2,500,10,30,45,1,0,0,-0.000727150907000267,-0.000727150907000267
"homoscedastic",2,500,10,31,45,1,0,0,-0.000846630649387451,-0.000846630649387451
"homoscedastic",2,500,10,32,45,1,0,0,-0.000659071725317998,-0.000659071725317998
"homoscedastic",2,500,10,33,45,1,0,0,-0.00102208121960403,-0.00102208121960403
"homoscedastic",2,500,10,34,45,1,0,0,-0.000800161153125726,-0.000800161153125726
"homoscedastic",2,500,10,35,45,1,0,0,-0.000562669195626654,-0.000562669195626654
"homoscedastic",2,500,10,36,45,1,0,0,-0.000520884357212134,-0.000520884357212134
"homoscedastic",2,500,10,37,45,1,0,0,-0.000556815954066228,-0.000556815954066228
"homoscedastic",2,500,10,38,45,1,0,0,-0.000506236649574501,-0.000506236649574501
"homoscedastic",2,500,10,39,45,1,0,0,-0.000789802318747546,-0.000789802318747546
"homoscedastic",2,500,10,40,45,1,0,0,-0.00144432432737337,-0.00144432432737337
"homoscedastic",2,500,10,41,45,1,0,0,-0.0011280552684641,-0.0011280552684641
"homoscedastic",2,500,10,42,45,1,0,0,-0.000486752976120723,-0.000486752976120723
"homoscedastic",2,500,10,43,45,1,0,0,-0.000998546891196625,-0.000998546891196625
"homoscedastic",2,500,10,44,45,1,0,0,-0.000688890212654587,-0.000688890212654587
"homoscedastic",2,500,10,45,45,1,0,0,-0.00049271464016626,-0.00049271464016626
"homoscedastic",2,500,10,46,45,1,0,0,-0.00108410877466815,-0.00108410877466815
"homoscedastic",2,500,10,47,45,1,0,0,-0.00126987082424337,-0.00126987082424337
"homoscedastic",2,500,10,48,45,1,0,0,-0.000459427065180074,-0.000459427065180074
"homoscedastic",2,500,10,49,45,1,0,0,-0.00138355397943374,-0.00138355397943374
"homoscedastic",2,500,10,50,45,1,0,0,-0.000417935834309942,-0.000417935834309942
"homoscedastic",2,500,10,51,45,1,0,0,-0.000695749918250035,-0.000695749918250035
"homoscedastic",2,500,10,52,45,1,0,0,-0.000631099503389223,-0.000631099503389223
"homoscedastic",2,500,10,53,45,1,0,0,-0.000893325205471461,-0.000893325205471461
"homoscedastic",2,500,10,54,45,1,0,0,-0.000810688403983089,-0.000810688403983089
"homoscedastic",2,500,10,55,45,1,0,0,-0.000896484468711245,-0.000896484468711245
"homoscedastic",2,500,10,56,45,1,0,0,-0.000555306752845053,-0.000555306752845053
"homoscedastic",2,500,10,57,45,1,0,0,-0.000690984196758504,-0.000690984196758504
"homoscedastic",2,500,10,58,45,1,0,0,-0.0006687211555629,-0.0006687211555629
"homoscedastic",2,500,10,59,45,1,0,0,-0.00046427160079539,-0.00046427160079539
"homoscedastic",2,500,10,60,45,1,0,0,-0.000664139352908275,-0.000664139352908275
"homoscedastic",2,500,10,61,45,1,0,0,-0.000524301017630613,-0.000524301017630613
"homoscedastic",2,500,10,62,45,1,0,0,-0.000801634181210117,-0.000801634181210117
"homoscedastic",2,500,10,63,45,1,0,0,-0.00054278693429364,-0.00054278693429364
"homoscedastic",2,500,10,64,45,1,0,0,-0.000919521810972856,-0.000919521810972856
"homoscedastic",2,500,10,65,45,1,0,0,-0.0012214583891345,-0.0012214583891345
"homoscedastic",2,500,10,66,45,1,0,0,-0.00100391167484849,-0.00100391167484849
"homoscedastic",2,500,10,67,45,1,0,0,-0.00064725473698048,-0.00064725473698048
"homoscedastic",2,500,10,68,45,1,0,0,-0.000730755821202399,-0.000730755821202399
"homoscedastic",2,500,10,69,45,1,0,0,-0.000949605782737407,-0.000949605782737407
"homoscedastic",2,500,10,70,45,1,0,0,-0.000549337293858408,-0.000549337293858408
"homoscedastic",2,500,10,71,45,1,0,0,-0.0010982597595601,-0.0010982597595601
"homoscedastic",2,500,10,72,45,1,0,0,-0.000597089747558724,-0.000597089747558724
"homoscedastic",2,500,10,73,45,1,0,0,-0.00130205467379468,-0.00130205467379468
"homoscedastic",2,500,10,74,45,1,0,0,-0.000774440000291178,-0.000774440000291178
"homoscedastic",2,500,10,75,45,1,0,0,-0.000985958946413665,-0.000985958946413665
"homoscedastic",2,500,10,76,45,1,0,0,-0.000762805676060715,-0.000762805676060715
"homoscedastic",2,500,10,77,45,1,0,0,-0.000572946633996847,-0.000572946633996847
"homoscedastic",2,500,10,78,45,1,0,0,-0.000875811463428204,-0.000875811463428204
"homoscedastic",2,500,10,79,45,1,0,0,-0.000644233241705066,-0.000644233241705066
"homoscedastic",2,500,10,80,45,1,0,0,-0.00105947311981751,-0.00105947311981751
"homoscedastic",2,500,10,81,45,1,0,0,-0.00096301790125179,-0.00096301790125179
"homoscedastic",2,500,10,82,45,1,0,0,-0.00130080325541191,-0.00130080325541191
"homoscedastic",2,500,10,83,45,1,0,0,-0.000644193773281936,-0.000644193773281936
"homoscedastic",2,500,10,84,45,1,0,0,-0.000526297286072438,-0.000526297286072438
"homoscedastic",2,500,10,85,45,1,0,0,-0.000703873885755028,-0.000703873885755028
"homoscedastic",2,500,10,86,45,1,0,0,-0.000534858839532676,-0.000534858839532676
"homoscedastic",2,500,10,87,45,1,0,0,-0.000842906063754436,-0.000842906063754436
"homoscedastic",2,500,10,88,45,1,0,0,-0.000883977161863893,-0.000883977161863893
"homoscedastic",2,500,10,89,45,1,0,0,-0.000821726200415634,-0.000821726200415634
"homoscedastic",2,500,10,90,45,1,0,0,-0.00071973926023711,-0.00071973926023711
"homoscedastic",2,500,10,91,45,1,0,0,-0.000710509668249489,-0.000710509668249489
"homoscedastic",2,500,10,92,45,1,0,0,-0.000883491483127827,-0.000883491483127827
"homoscedastic",2,500,10,93,45,1,0,0,-0.00121774069007184,-0.00121774069007184
"homoscedastic",2,500,10,94,45,1,0,0,-0.000586984317324303,-0.000586984317324303
"homoscedastic",2,500,10,95,45,1,0,0,-0.000678854534633514,-0.000678854534633514
"homoscedastic",2,500,10,96,45,1,0,0,-0.000609001365288929,-0.000609001365288929
"homoscedastic",2,500,10,97,45,1,0,0,-0.000646574141790274,-0.000646574141790274
"homoscedastic",2,500,10,98,45,1,0,0,-0.0011264810122174,-0.0011264810122174
"homoscedastic",2,500,10,99,45,1,0,0,-0.00084313797143776,-0.00084313797143776
"homoscedastic",2,500,10,100,45,1,0,0,-0.000710200792741763,-0.000710200792741763
"homoscedastic",3,500,10,1,45,0.866666666666667,0.133333333333333,0,-0.00213531367992771,-0.0024927146330324
"homoscedastic",3,500,10,2,45,0.711111111111111,0.288888888888889,0,-0.000275365533795455,-0.000892286494380935
"homoscedastic",3,500,10,3,45,0.666666666666667,0.333333333333333,0,-0.000189617790592253,-0.00112938249823075
"homoscedastic",3,500,10,4,45,0.422222222222222,0.577777777777778,0,0.00108402400686356,-0.00120067557588469
"homoscedastic",3,500,10,5,45,0.466666666666667,0.533333333333333,0,0.000748307323019512,-0.000664222278125708
"homoscedastic",3,500,10,6,45,0.466666666666667,0.533333333333333,0,0.000601190889944858,-0.00116622457346422
"homoscedastic",3,500,10,7,45,0.533333333333333,0.466666666666667,0,-4.02536209305933e-05,-0.00067069998370881
"homoscedastic",3,500,10,8,45,0.8,0.2,0,-0.00161691289751979,-0.00213893398547602
"homoscedastic",3,500,10,9,45,0.666666666666667,0.333333333333333,0,-0.000175168086092244,-0.00113625007542505
"homoscedastic",3,500,10,10,45,0.688888888888889,0.311111111111111,0,-0.000800933630679358,-0.00152637256590282
"homoscedastic",3,500,10,11,45,0.8,0.2,0,-0.00131071181713403,-0.00174629596155458
"homoscedastic",3,500,10,12,45,0.688888888888889,0.311111111111111,0,-0.000629557972601156,-0.00124295753962119
"homoscedastic",3,500,10,13,45,0.711111111111111,0.288888888888889,0,-0.000532969528090711,-0.00124223427202233
"homoscedastic",3,500,10,14,45,0.444444444444444,0.555555555555556,0,0.000789557862185688,-0.000815004233632854
"homoscedastic",3,500,10,15,45,0.622222222222222,0.377777777777778,0,-6.50249227600547e-05,-0.00112690145475281
"homoscedastic",3,500,10,16,45,0.666666666666667,0.333333333333333,0,-0.00045147144566554,-0.00139418558013269
"homoscedastic",3,500,10,17,45,0.755555555555556,0.244444444444444,0,-0.00132426417677372,-0.00207699375878412
"homoscedastic",3,500,10,18,45,0.6,0.4,0,2.99229451197178e-05,-0.00133389190325878
"homoscedastic",3,500,10,19,45,0.6,0.4,0,0.000204728190823259,-0.00112930522395555
"homoscedastic",3,500,10,20,45,0.577777777777778,0.422222222222222,0,-0.000143562676273653,-0.0012280475466662
"homoscedastic",3,500,10,21,45,0.733333333333333,0.266666666666667,0,-0.00125356270029807,-0.00216427870372078
"homoscedastic",3,500,10,22,45,0.733333333333333,0.266666666666667,0,2.87258246351933e-05,-0.000765747515346062
"homoscedastic",3,500,10,23,45,0.866666666666667,0.133333333333333,0,-0.000630505326924142,-0.000750494868870218
"homoscedastic",3,500,10,24,45,0.822222222222222,0.177777777777778,0,-0.000902243094460707,-0.00118028965180715
"homoscedastic",3,500,10,25,45,0.8,0.2,0,-0.00114735041420855,-0.00155311894108955
"homoscedastic",3,500,10,26,45,0.711111111111111,0.288888888888889,0,-0.00055814070935436,-0.00113605859910828
"homoscedastic",3,500,10,27,45,0.644444444444444,0.355555555555556,0,-0.000243474736406555,-0.000745064711182558
"homoscedastic",3,500,10,28,45,0.622222222222222,0.377777777777778,0,-5.29325850041864e-05,-0.00074141914815585
"homoscedastic",3,500,10,29,45,0.622222222222222,0.377777777777778,0,-0.000249311673654715,-0.00138609362615522
"homoscedastic",3,500,10,30,45,0.533333333333333,0.466666666666667,0,0.000816560120796238,-0.000880822615667284
"homoscedastic",3,500,10,31,45,0.688888888888889,0.311111111111111,0,-0.000214579737511893,-0.000511602869911243
"homoscedastic",3,500,10,32,45,0.466666666666667,0.533333333333333,0,0.000335322219440173,-0.000817878840661857
"homoscedastic",3,500,10,33,45,0.644444444444444,0.355555555555556,0,-0.000142463858036515,-0.00106217874434148
"homoscedastic",3,500,10,34,45,0.577777777777778,0.422222222222222,0,-0.000400152889168839,-0.00191131688654379
"homoscedastic",3,500,10,35,45,0.644444444444444,0.355555555555556,0,-0.000488426102147284,-0.0016255704726758
"homoscedastic",3,500,10,36,45,0.511111111111111,0.488888888888889,0,0.00048969539148248,-0.000740821752292234
"homoscedastic",3,500,10,37,45,0.688888888888889,0.311111111111111,0,-0.000755113670671522,-0.00179822047794648
"homoscedastic",3,500,10,38,45,0.555555555555556,0.444444444444444,0,0.000459806068984066,-0.00120790393392403
"homoscedastic",3,500,10,39,45,0.755555555555556,0.244444444444444,0,-0.00101812864752918,-0.0015780096168551
"homoscedastic",3,500,10,40,45,0.688888888888889,0.311111111111111,0,-0.000384412485153388,-0.00107755600198746
"homoscedastic",3,500,10,41,45,0.688888888888889,0.311111111111111,0,-0.00100524583705836,-0.00199493720472434
"homoscedastic",3,500,10,42,45,0.733333333333333,0.266666666666667,0,-0.00142254595850875,-0.00267597444367628
"homoscedastic",3,500,10,43,45,0.644444444444444,0.355555555555556,0,-6.73283254835708e-05,-0.00117957319650665
"homoscedastic",3,500,10,44,45,0.6,0.4,0,-0.00057234000707446,-0.00155082039671677
"homoscedastic",3,500,10,45,45,0.755555555555556,0.244444444444444,0,-0.00237245224120854,-0.00348066266881405
"homoscedastic",3,500,10,46,45,0.688888888888889,0.311111111111111,0,-0.00144875789729761,-0.00255042213468457
"homoscedastic",3,500,10,47,45,0.666666666666667,0.333333333333333,0,-0.000721951143470766,-0.0016465255509883
"homoscedastic",3,500,10,48,45,0.844444444444444,0.155555555555556,0,-0.000563779189806958,-0.00087737509219159
"homoscedastic",3,500,10,49,45,0.844444444444444,0.155555555555556,0,-0.00144560200563452,-0.00196189088977642
"homoscedastic",3,500,10,50,45,0.622222222222222,0.377777777777778,0,-0.000587364185973365,-0.0018144976956253
"homoscedastic",3,500,10,51,45,0.622222222222222,0.377777777777778,0,0.000116652447495179,-0.00104331920519267
"homoscedastic",3,500,10,52,45,0.711111111111111,0.288888888888889,0,-0.00134981101223536,-0.002330160081558
"homoscedastic",3,500,10,53,45,0.577777777777778,0.422222222222222,0,3.50518541683886e-05,-0.000988481554572702
"homoscedastic",3,500,10,54,45,0.6,0.4,0,-0.000218047127551207,-0.00137147585491318
"homoscedastic",3,500,10,55,45,0.733333333333333,0.266666666666667,0,-0.000807909670557902,-0.00149848264307871
"homoscedastic",3,500,10,56,45,0.822222222222222,0.177777777777778,0,-0.000753668814629635,-0.00111138747526116
"homoscedastic",3,500,10,57,45,0.8,0.2,0,-0.00114944466085433,-0.00158136670091001
"homoscedastic",3,500,10,58,45,0.822222222222222,0.177777777777778,0,-0.000960096937506607,-0.00126361888119165
"homoscedastic",3,500,10,59,45,0.6,0.4,0,0.000291057167258233,-0.000928458683258843
"homoscedastic",3,500,10,60,45,0.866666666666667,0.133333333333333,0,-0.00121404481449857,-0.00157106548692236
"homoscedastic",3,500,10,61,45,0.777777777777778,0.222222222222222,0,-0.00149789004433406,-0.00262904169519759
"homoscedastic",3,500,10,62,45,0.755555555555556,0.244444444444444,0,-0.00056485942046878,-0.00131245678420171
"homoscedastic",3,500,10,63,45,0.822222222222222,0.177777777777778,0,-0.00143927314032962,-0.00187909100265217
"homoscedastic",3,500,10,64,45,0.822222222222222,0.177777777777778,0,-0.000918274102337454,-0.0012156466133409
"homoscedastic",3,500,10,65,45,0.622222222222222,0.377777777777778,0,-0.00101970822446225,-0.00250988796578581
"homoscedastic",3,500,10,66,45,0.822222222222222,0.177777777777778,0,-0.00161863446065247,-0.00211134424281081
"homoscedastic",3,500,10,67,45,0.911111111111111,0.0888888888888889,0,-0.00190415663670771,-0.00214279204705194
"homoscedastic",3,500,10,68,45,0.844444444444444,0.155555555555556,0,-0.00107259165076644,-0.00134965507179399
"homoscedastic",3,500,10,69,45,0.711111111111111,0.288888888888889,0,-0.000545077639905352,-0.00121628654329899
"homoscedastic",3,500,10,70,45,0.711111111111111,0.288888888888889,0,-0.000495759410466894,-0.00106096737511985
"homoscedastic",3,500,10,71,45,0.844444444444444,0.155555555555556,0,-0.00075069329869132,-0.00108193437526105
"homoscedastic",3,500,10,72,45,0.644444444444444,0.355555555555556,0,-0.000472614282527806,-0.00169363940162445
"homoscedastic",3,500,10,73,45,0.733333333333333,0.266666666666667,0,-0.000591215243854667,-0.00144886134627888
"homoscedastic",3,500,10,74,45,0.777777777777778,0.222222222222222,0,-0.000749575362044877,-0.00116710896565452
"homoscedastic",3,500,10,75,45,0.8,0.2,0,-0.00134027493807047,-0.00202348126679213
"homoscedastic",3,500,10,76,45,0.844444444444444,0.155555555555556,0,-0.00176976563633002,-0.00226264429203481
"homoscedastic",3,500,10,77,45,0.6,0.4,0,-0.000435960994035726,-0.00151290777903496
"homoscedastic",3,500,10,78,45,0.755555555555556,0.244444444444444,0,-0.000503899509722763,-0.000817560715667732
"homoscedastic",3,500,10,79,45,0.666666666666667,0.333333333333333,0,-0.000452059750691378,-0.00132408500530789
"homoscedastic",3,500,10,80,45,0.555555555555556,0.444444444444444,0,-3.87393443150073e-05,-0.000860744613297562
"homoscedastic",3,500,10,81,45,0.733333333333333,0.266666666666667,0,-0.000712524033372921,-0.00112876797679269
"homoscedastic",3,500,10,82,45,0.688888888888889,0.311111111111111,0,-0.000727366302371547,-0.00208861823621364
"homoscedastic",3,500,10,83,45,0.466666666666667,0.533333333333333,0,0.000154246860750875,-0.00166772966371684
"homoscedastic",3,500,10,84,45,0.577777777777778,0.422222222222222,0,-0.000216987530871301,-0.00114858213504922
"homoscedastic",3,500,10,85,45,0.488888888888889,0.511111111111111,0,0.00151117001537255,-0.000709600243405626
"homoscedastic",3,500,10,86,45,0.622222222222222,0.377777777777778,0,-0.000258423521012337,-0.00132817996112833
"homoscedastic",3,500,10,87,45,0.6,0.4,0,8.52575536695981e-05,-0.000905556971736834
"homoscedastic",3,500,10,88,45,0.733333333333333,0.266666666666667,0,-0.000990791774787188,-0.00155556371731572
"homoscedastic",3,500,10,89,45,0.733333333333333,0.266666666666667,0,-0.000870505529950057,-0.00145816006330918
"homoscedastic",3,500,10,90,45,0.733333333333333,0.266666666666667,0,-0.00090832732925948,-0.00158812367960009
"homoscedastic",3,500,10,91,45,0.511111111111111,0.488888888888889,0,0.000614961119054367,-0.000582582936593596
"homoscedastic",3,500,10,92,45,0.577777777777778,0.422222222222222,0,-0.000114328750917604,-0.00132379202044222
"homoscedastic",3,500,10,93,45,0.822222222222222,0.177777777777778,0,-0.00282845768244676,-0.00362452233807306
"homoscedastic",3,500,10,94,45,0.777777777777778,0.222222222222222,0,-0.000693134114151745,-0.00126661336610587
"homoscedastic",3,500,10,95,45,0.822222222222222,0.177777777777778,0,-0.00123657349559847,-0.00165184187344897
"homoscedastic",3,500,10,96,45,0.377777777777778,0.622222222222222,0,0.00145172737916758,-0.00092815782135765
"homoscedastic",3,500,10,97,45,0.933333333333333,0.0666666666666667,0,-0.00139167729663875,-0.00153044311084556
"homoscedastic",3,500,10,98,45,0.822222222222222,0.177777777777778,0,-0.0016196014750932,-0.00207181238410046
"homoscedastic",3,500,10,99,45,0.666666666666667,0.333333333333333,0,-0.00050077138899372,-0.00130044464421434
"homoscedastic",3,500,10,100,45,0.911111111111111,0.0888888888888889,0,-0.00171487186331266,-0.00193020106661429
"homoscedastic",5,500,10,1,45,0.422222222222222,0.577777777777778,0,0.000709255968341258,-0.00289908930596574
"homoscedastic",5,500,10,2,45,0.555555555555556,0.444444444444444,0,1.01107231201973e-05,-0.00263542155897122
"homoscedastic",5,500,10,3,45,0.444444444444444,0.555555555555556,0,0.000746277711030557,-0.00308860295579974
"homoscedastic",5,500,10,4,45,0.355555555555556,0.644444444444444,0,0.00177189942597793,-0.0021987657877444
"homoscedastic",5,500,10,5,45,0.422222222222222,0.577777777777778,0,0.0007856928260865,-0.00299413745393677
"homoscedastic",5,500,10,6,45,0.0888888888888889,0.911111111111111,0,0.00538806703169762,-0.00131257381281363
"homoscedastic",5,500,10,7,45,0.333333333333333,0.666666666666667,0,0.00207019204502124,-0.0018974497263541
"homoscedastic",5,500,10,8,45,0.311111111111111,0.688888888888889,0,0.00255565366184109,-0.00246616145641463
"homoscedastic",5,500,10,9,45,0.266666666666667,0.733333333333333,0,0.00171567463300151,-0.00224386157959816
"homoscedastic",5,500,10,10,45,0.266666666666667,0.733333333333333,0,0.0027872475083975,-0.00108534832692131
"homoscedastic",5,500,10,11,45,0.355555555555556,0.644444444444444,0,0.00120264687818308,-0.00109768108957596
